
annotation_id,annotator,clause_id,created_at,doc,explanation,id,label,lead_time,regulation,text,updated_at,reg_list_raw,regulations_clean,text_clean,text_len,regulations_clean_str,gdpr_articles,flag_long
2881,1,32,2025-11-02T13:22:55.216535Z,linkedin.txt,"[{""text"":""""}]",2881,Compliant,,"{""choices"":[""DPDP"",""CCPA"",""PDPA"",""APPI"",""LGPD"",""GDPR"",""HIPAA"",""Other""]}","This includes our affiliates, our parent company Microsoft, and any of our subsidiary companies.",2025-11-02T13:22:55.216535Z,"['DPDP', 'CCPA', 'PDPA', 'APPI', 'LGPD', 'GDPR', 'HIPAA', 'Other']","['DPDP', 'CCPA', 'PDPA', 'APPI', 'LGPD', 'GDPR', 'HIPAA', 'Other']","This includes our affiliates, our parent company Microsoft, and any of our subsidiary companies.",96,"DPDP, CCPA, PDPA, APPI, LGPD, GDPR, HIPAA, Other",[],False
2713,1,419,2025-11-02T13:22:55.181611Z,intel.txt,"[{""text"":""""}]",2713,Compliant,,"{""choices"":[""APPI"",""DPDP"",""CCPA"",""PDPA"",""LGPD"",""Other"",""HIPAA"",""GDPR""]}","Research, analysis and studies participants: name, contact details, data subject input into the study/research, feedback or preferences.",2025-11-02T13:22:55.181611Z,"['APPI', 'DPDP', 'CCPA', 'PDPA', 'LGPD', 'Other', 'HIPAA', 'GDPR']","['APPI', 'DPDP', 'CCPA', 'PDPA', 'LGPD', 'Other', 'HIPAA', 'GDPR']","Research, analysis and studies participants: name, contact details, data subject input into the study/research, feedback or preferences.",136,"APPI, DPDP, CCPA, PDPA, LGPD, Other, HIPAA, GDPR",[],False
1171,1,46,2025-11-02T13:22:54.836976Z,bt group.txt,"[{""text"":""""}]",1171,Ambiguous,,"{""choices"":[""DPDP"",""PDPA"",""LGPD"",""CCPA"",""GDPR"",""Other"",""APPI"",""HIPAA""]}","7.2 In the event that an Individual makes a request for their Personal Data in accordance with paragraph 7.1.1 above the relevant BT Group Company will respond to any such request and provide the requested information (unless it is permitted by Applicable Law to refuse the request, or to comply only in part with the request, or in the case of Third Party Personal Data, unless otherwise agreed with the Third Party Data Controller) within the timescales set by UK Data Protection Legislation.",2025-11-02T13:22:54.836976Z,"['DPDP', 'PDPA', 'LGPD', 'CCPA', 'GDPR', 'Other', 'APPI', 'HIPAA']","['DPDP', 'PDPA', 'LGPD', 'CCPA', 'GDPR', 'Other', 'APPI', 'HIPAA']","7.2 In the event that an Individual makes a request for their Personal Data in accordance with paragraph 7.1.1 above the relevant BT Group Company will respond to any such request and provide the requested information (unless it is permitted by Applicable Law to refuse the request, or to comply only in part with the request, or in the case of Third Party Personal Data, unless otherwise agreed with the Third Party Data Controller) within the timescales set by UK Data Protection Legislation.",494,"DPDP, PDPA, LGPD, CCPA, GDPR, Other, APPI, HIPAA","['Art.4', 'Art.12']",False
6696,1,55,2025-11-02T13:22:56.286983Z,oracle.txt,"[{""text"":""""}]",6696,Compliant,,"{""choices"":[""APPI"",""PDPA"",""LGPD"",""DPDP"",""CCPA"",""Other"",""GDPR"",""HIPAA""]}","The Privacy Office performs at least the following tasks: (i) (ii) regularly advising es the global Oracle organization and other relevant internal functions (e.g., Marketing, HR, Development, Sales) on pri- vacy risks and compliance issues; ensuring that the Responsible Line of Business Executives maintain an inventory of the system information for all systems and processes that Process Personal Information (as required by article 9.2); (iii) Implementing the privacy compliance framework (as developed by the Privacy Office in accordance with Article 9); (iv) making itself available for requests for privacy approvals or advice; (v) handling privacy requests and complaints; (vi) owning and authorizing all appropriate privacy sub-policies in their re- gions or countries; and (vii) cooperating with the relevant internal functions, including legal, infor- mation security, operations and development.",2025-11-02T13:22:56.286983Z,"['APPI', 'PDPA', 'LGPD', 'DPDP', 'CCPA', 'Other', 'GDPR', 'HIPAA']","['APPI', 'PDPA', 'LGPD', 'DPDP', 'CCPA', 'Other', 'GDPR', 'HIPAA']","The Privacy Office performs at least the following tasks: (i) (ii) regularly advising es the global Oracle organization and other relevant internal functions (e.g., Marketing, HR, Development, Sales) on pri- vacy risks and compliance issues; ensuring that the Responsible Line of Business Executives maintain an inventory of the system information for all systems and processes that Process Personal Information (as required by article 9.2); (iii) Implementing the privacy compliance framework (as developed by the Privacy Office in accordance with Article 9); (iv) making itself available for requests for privacy approvals or advice; (v) handling privacy requests and complaints; (vi) owning and authorizing all appropriate privacy sub-policies in their re- gions or countries; and (vii) cooperating with the relevant internal functions, including legal, infor- mation security, operations and development.",908,"APPI, PDPA, LGPD, DPDP, CCPA, Other, GDPR, HIPAA","['Art.12', 'Art.21', 'Art.32']",False
2474,1,180,2025-11-02T13:22:55.126190Z,intel.txt,"[{""text"":""""}]",2474,Compliant,,"{""choices"":[""DPDP"",""PDPA"",""CCPA"",""APPI"",""LGPD"",""GDPR"",""HIPAA"",""Other""]}",1.3 This Intel Corporate Privacy Rules: Data Protection Rights Procedure (“Procedure”) describes how Intel will respond to any Data Protection Rights Requests it receives from individuals whose personal information are processed and transferred under the Controller Policy.,2025-11-02T13:22:55.126190Z,"['DPDP', 'PDPA', 'CCPA', 'APPI', 'LGPD', 'GDPR', 'HIPAA', 'Other']","['DPDP', 'PDPA', 'CCPA', 'APPI', 'LGPD', 'GDPR', 'HIPAA', 'Other']",1.3 This Intel Corporate Privacy Rules: Data Protection Rights Procedure (“Procedure”) describes how Intel will respond to any Data Protection Rights Requests it receives from individuals whose personal information are processed and transferred under the Controller Policy.,273,"DPDP, PDPA, CCPA, APPI, LGPD, GDPR, HIPAA, Other","['Art.4', 'Art.12', 'Art.44']",False
3055,1,135,2025-11-02T13:22:55.254105Z,mercedes benz.txt,"[{""text"":""""}]",3055,Ambiguous,,"{""choices"":[""DPDP"",""PDPA"",""CCPA"",""APPI"",""LGPD"",""GDPR"",""HIPAA"",""Other""]}","Requirements that Mercedes-Benz Group AG imposes for the performance of deletion routines (such as software tools, Handout for the implementation of deletion concepts, documentation requirements) must be observed.",2025-11-02T13:22:55.254105Z,"['DPDP', 'PDPA', 'CCPA', 'APPI', 'LGPD', 'GDPR', 'HIPAA', 'Other']","['DPDP', 'PDPA', 'CCPA', 'APPI', 'LGPD', 'GDPR', 'HIPAA', 'Other']","Requirements that Mercedes-Benz Group AG imposes for the performance of deletion routines (such as software tools, Handout for the implementation of deletion concepts, documentation requirements) must be observed.",213,"DPDP, PDPA, CCPA, APPI, LGPD, GDPR, HIPAA, Other",[],False
192,1,107,2025-11-02T13:22:54.634537Z,adobe.txt,"[{""text"":""""}]",192,Compliant,,"{""choices"":[""CCPA"",""DPDP"",""PDPA"",""APPI"",""LGPD"",""Other"",""GDPR"",""HIPAA""]}","Allowing you to participate in sweepstakes, contests, and similar promotions and to administer these activities.",2025-11-02T13:22:54.634537Z,"['CCPA', 'DPDP', 'PDPA', 'APPI', 'LGPD', 'Other', 'GDPR', 'HIPAA']","['CCPA', 'DPDP', 'PDPA', 'APPI', 'LGPD', 'Other', 'GDPR', 'HIPAA']","Allowing you to participate in sweepstakes, contests, and similar promotions and to administer these activities.",112,"CCPA, DPDP, PDPA, APPI, LGPD, Other, GDPR, HIPAA",[],False
7450,1,58,2025-11-02T13:22:56.464064Z,salesforce.txt,"[{""text"":""""}]",7450,Compliant,,"{""choices"":[""CCPA"",""DPDP"",""APPI"",""PDPA"",""Other"",""LGPD"",""GDPR"",""HIPAA""]}","● With your consent, suggest roles and career information that may be of interest to you.",2025-11-02T13:22:56.464064Z,"['CCPA', 'DPDP', 'APPI', 'PDPA', 'Other', 'LGPD', 'GDPR', 'HIPAA']","['CCPA', 'DPDP', 'APPI', 'PDPA', 'Other', 'LGPD', 'GDPR', 'HIPAA']","● With your consent, suggest roles and career information that may be of interest to you.",89,"CCPA, DPDP, APPI, PDPA, Other, LGPD, GDPR, HIPAA","['Art.6', 'Art.12']",False
2421,1,127,2025-11-02T13:22:55.114821Z,intel.txt,"[{""text"":""""}]",2421,Non-Compliant,,"{""choices"":[""Other"",""CCPA"",""PDPA"",""DPDP"",""LGPD"",""APPI"",""GDPR"",""HIPAA""]}","• where a non-European group Member fails to comply with this Controller Policy, individuals may exercise their rights and remedies above against Intel Ireland Limited and, where appropriate, receive compensation (as determined by a competent court or other competent authority) from Intel Ireland Limited for any material or non- material damage suffered as a result of a breach of this Controller Policy; Shared liability for breaches with processors When this Part IV applies, then where Intel has engaged a third-party processor to conduct processing on its behalf, and both are responsible for harm caused to an individual by processing in breach of this Controller Policy, Intel accepts that both Intel and the processor may be held liable for the entire damage in order to ensure effective compensation of the individual.",2025-11-02T13:22:55.114821Z,"['Other', 'CCPA', 'PDPA', 'DPDP', 'LGPD', 'APPI', 'GDPR', 'HIPAA']","['Other', 'CCPA', 'PDPA', 'DPDP', 'LGPD', 'APPI', 'GDPR', 'HIPAA']","• where a non-European group Member fails to comply with this Controller Policy, individuals may exercise their rights and remedies above against Intel Ireland Limited and, where appropriate, receive compensation (as determined by a competent court or other competent authority) from Intel Ireland Limited for any material or non- material damage suffered as a result of a breach of this Controller Policy; Shared liability for breaches with processors When this Part IV applies, then where Intel has engaged a third-party processor to conduct processing on its behalf, and both are responsible for harm caused to an individual by processing in breach of this Controller Policy, Intel accepts that both Intel and the processor may be held liable for the entire damage in order to ensure effective compensation of the individual.",828,"Other, CCPA, PDPA, DPDP, LGPD, APPI, GDPR, HIPAA","['Art.4', 'Art.8', 'Art.12', 'Art.82']",False
8923,1,49,2025-11-02T13:22:56.991808Z,uber.txt,"[{""text"":""""}]",8923,Compliant,,"{""choices"":[""DPDP"",""PDPA"",""APPI"",""Other"",""CCPA"",""LGPD"",""GDPR"",""HIPAA""]}","As with other Tracking Tools, mobile device identifiers help UberDoc learn more about our users’ demographics and internet behaviors.",2025-11-02T13:22:56.991808Z,"['DPDP', 'PDPA', 'APPI', 'Other', 'CCPA', 'LGPD', 'GDPR', 'HIPAA']","['DPDP', 'PDPA', 'APPI', 'Other', 'CCPA', 'LGPD', 'GDPR', 'HIPAA']","As with other Tracking Tools, mobile device identifiers help UberDoc learn more about our users’ demographics and internet behaviors.",133,"DPDP, PDPA, APPI, Other, CCPA, LGPD, GDPR, HIPAA",[],False
2586,1,292,2025-11-02T13:22:55.150191Z,intel.txt,"[{""text"":""""}]",2586,Compliant,,"{""choices"":[""CCPA"",""PDPA"",""DPDP"",""APPI"",""LGPD"",""GDPR"",""Other"",""HIPAA""]}",The European Data Protection Officer is responsible for performing and/or overseeing audits of compliance with the Controller Policy and will design such audits to address all aspects of the Controller Policy.,2025-11-02T13:22:55.150191Z,"['CCPA', 'PDPA', 'DPDP', 'APPI', 'LGPD', 'GDPR', 'Other', 'HIPAA']","['CCPA', 'PDPA', 'DPDP', 'APPI', 'LGPD', 'GDPR', 'Other', 'HIPAA']",The European Data Protection Officer is responsible for performing and/or overseeing audits of compliance with the Controller Policy and will design such audits to address all aspects of the Controller Policy.,209,"CCPA, PDPA, DPDP, APPI, LGPD, GDPR, Other, HIPAA","['Art.4', 'Art.37']",False
1323,1,33,2025-11-02T13:22:54.869381Z,cisco.txt,"[{""text"":""""}]",1323,Non-Compliant,,"{""choices"":[""PDPA"",""DPDP"",""CCPA"",""APPI"",""Other"",""GDPR"",""HIPAA"",""LGPD""]}","To opt out of Cisco disclosing to third parties for their marketing purposes, please submit a Privacy Request.",2025-11-02T13:22:54.869381Z,"['PDPA', 'DPDP', 'CCPA', 'APPI', 'Other', 'GDPR', 'HIPAA', 'LGPD']","['PDPA', 'DPDP', 'CCPA', 'APPI', 'Other', 'GDPR', 'HIPAA', 'LGPD']","To opt out of Cisco disclosing to third parties for their marketing purposes, please submit a Privacy Request.",110,"PDPA, DPDP, CCPA, APPI, Other, GDPR, HIPAA, LGPD",['Art.21'],False
6532,1,199,2025-11-02T13:22:56.252520Z,netflix.txt,"[{""text"":""""}]",6532,Ambiguous,,"{""choices"":[""Other"",""CCPA"",""DPDP"",""APPI"",""LGPD"",""PDPA"",""GDPR"",""HIPAA""]}",Minors You must be at least 18 years of age or older (or the age of majority in your country of residence) to subscribe to the Netflix service.,2025-11-02T13:22:56.252520Z,"['Other', 'CCPA', 'DPDP', 'APPI', 'LGPD', 'PDPA', 'GDPR', 'HIPAA']","['Other', 'CCPA', 'DPDP', 'APPI', 'LGPD', 'PDPA', 'GDPR', 'HIPAA']",Minors You must be at least 18 years of age or older (or the age of majority in your country of residence) to subscribe to the Netflix service.,143,"Other, CCPA, DPDP, APPI, LGPD, PDPA, GDPR, HIPAA",['Art.8'],False
8022,1,203,2025-11-02T13:22:56.733810Z,slack.txt,"[{""text"":""""}]",8022,Ambiguous,,"{""choices"":[""DPDP"",""APPI"",""CCPA"",""PDPA"",""LGPD"",""Other"",""GDPR"",""HIPAA""]}",We collect this information for the business and commercial purposes described in the ‘How we process your information and our legal bases for doing so’ section above.,2025-11-02T13:22:56.733810Z,"['DPDP', 'APPI', 'CCPA', 'PDPA', 'LGPD', 'Other', 'GDPR', 'HIPAA']","['DPDP', 'APPI', 'CCPA', 'PDPA', 'LGPD', 'Other', 'GDPR', 'HIPAA']",We collect this information for the business and commercial purposes described in the ‘How we process your information and our legal bases for doing so’ section above.,167,"DPDP, APPI, CCPA, PDPA, LGPD, Other, GDPR, HIPAA",['Art.12'],False
1185,1,60,2025-11-02T13:22:54.837990Z,bt group.txt,"[{""text"":""""}]",1185,Ambiguous,,"{""choices"":[""PDPA"",""DPDP"",""LGPD"",""APPI"",""CCPA"",""Other"",""GDPR"",""HIPAA""]}","Each BT Data Processor will be entitled to sub-contract the processing of Personal Data to a BT Sub- Processor, provided that, the Data Controller has provided its prior specific or general authorisation (as, in the case of a Third-Party Data Controller, specified in the relevant Data Processing Agreement).",2025-11-02T13:22:54.837990Z,"['PDPA', 'DPDP', 'LGPD', 'APPI', 'CCPA', 'Other', 'GDPR', 'HIPAA']","['PDPA', 'DPDP', 'LGPD', 'APPI', 'CCPA', 'Other', 'GDPR', 'HIPAA']","Each BT Data Processor will be entitled to sub-contract the processing of Personal Data to a BT Sub- Processor, provided that, the Data Controller has provided its prior specific or general authorisation (as, in the case of a Third-Party Data Controller, specified in the relevant Data Processing Agreement).",308,"PDPA, DPDP, LGPD, APPI, CCPA, Other, GDPR, HIPAA","['Art.4', 'Art.6']",False
4374,1,437,2025-11-02T13:22:55.556760Z,microsoft.txt,"[{""text"":""""}]",4374,Ambiguous,,"{""choices"":[""DPDP"",""PDPA"",""CCPA"",""APPI"",""LGPD"",""Other"",""GDPR"",""HIPAA""]}","Learn more about your Microsoft account, your data, and your choices.",2025-11-02T13:22:55.556760Z,"['DPDP', 'PDPA', 'CCPA', 'APPI', 'LGPD', 'Other', 'GDPR', 'HIPAA']","['DPDP', 'PDPA', 'CCPA', 'APPI', 'LGPD', 'Other', 'GDPR', 'HIPAA']","Learn more about your Microsoft account, your data, and your choices.",69,"DPDP, PDPA, CCPA, APPI, LGPD, Other, GDPR, HIPAA",[],False
2557,1,263,2025-11-02T13:22:55.147192Z,intel.txt,"[{""text"":""""}]",2557,Ambiguous,,"{""choices"":[""APPI"",""LGPD"",""PDPA"",""DPDP"",""CCPA"",""GDPR"",""HIPAA"",""Other""]}",APPENDIX 5 PRIVACY TRAINING PROGRAM 1.,2025-11-02T13:22:55.147192Z,"['APPI', 'LGPD', 'PDPA', 'DPDP', 'CCPA', 'GDPR', 'HIPAA', 'Other']","['APPI', 'LGPD', 'PDPA', 'DPDP', 'CCPA', 'GDPR', 'HIPAA', 'Other']",APPENDIX 5 PRIVACY TRAINING PROGRAM 1.,38,"APPI, LGPD, PDPA, DPDP, CCPA, GDPR, HIPAA, Other",[],False
448,1,15,2025-11-02T13:22:54.687295Z,apple.txt,"[{""text"":""""}]",448,Compliant,,"{""choices"":[""APPI"",""DPDP"",""PDPA"",""CCPA"",""GDPR"",""HIPAA"",""LGPD"",""Other""]}","Your Privacy Rights at Apple + At Apple, we respect your ability to know, access, correct, transfer, restrict the processing of, and delete your personal data.",2025-11-02T13:22:54.687295Z,"['APPI', 'DPDP', 'PDPA', 'CCPA', 'GDPR', 'HIPAA', 'LGPD', 'Other']","['APPI', 'DPDP', 'PDPA', 'CCPA', 'GDPR', 'HIPAA', 'LGPD', 'Other']","Your Privacy Rights at Apple + At Apple, we respect your ability to know, access, correct, transfer, restrict the processing of, and delete your personal data.",159,"APPI, DPDP, PDPA, CCPA, GDPR, HIPAA, LGPD, Other","['Art.4', 'Art.12', 'Art.15', 'Art.16', 'Art.17', 'Art.44']",False
2961,1,41,2025-11-02T13:22:55.232737Z,mercedes benz.txt,"[{""text"":""""}]",2961,Ambiguous,,"{""choices"":[""APPI"",""DPDP"",""PDPA"",""CCPA"",""LGPD"",""Other"",""GDPR"",""HIPAA""]}","Personal data can be processed for advertising purposes or market and opinion research, provided that this is consistent with the purpose for which the data was originally collected.",2025-11-02T13:22:55.232737Z,"['APPI', 'DPDP', 'PDPA', 'CCPA', 'LGPD', 'Other', 'GDPR', 'HIPAA']","['APPI', 'DPDP', 'PDPA', 'CCPA', 'LGPD', 'Other', 'GDPR', 'HIPAA']","Personal data can be processed for advertising purposes or market and opinion research, provided that this is consistent with the purpose for which the data was originally collected.",182,"APPI, DPDP, PDPA, CCPA, LGPD, Other, GDPR, HIPAA",['Art.4'],False
648,1,32,2025-11-02T13:22:54.727619Z,atlassian.txt,"[{""text"":""""}]",648,Compliant,,"{""choices"":[""DPDP"",""PDPA"",""APPI"",""CCPA"",""LGPD"",""GDPR"",""Other"",""HIPAA""]}",Atlassian will update relevant documentation to reflect such changes.,2025-11-02T13:22:54.727619Z,"['DPDP', 'PDPA', 'APPI', 'CCPA', 'LGPD', 'GDPR', 'Other', 'HIPAA']","['DPDP', 'PDPA', 'APPI', 'CCPA', 'LGPD', 'GDPR', 'Other', 'HIPAA']",Atlassian will update relevant documentation to reflect such changes.,69,"DPDP, PDPA, APPI, CCPA, LGPD, GDPR, Other, HIPAA",[],False
4106,1,169,2025-11-02T13:22:55.489317Z,microsoft.txt,"[{""text"":""""}]",4106,Ambiguous,,"{""choices"":[""Other"",""DPDP"",""APPI"",""PDPA"",""CCPA"",""LGPD"",""GDPR"",""HIPAA""]}","Microsoft does not use what you say in email, human-to-human chat, video calls, or voice mail, or your documents, photos, or other personal files to target ads to you.",2025-11-02T13:22:55.489317Z,"['Other', 'DPDP', 'APPI', 'PDPA', 'CCPA', 'LGPD', 'GDPR', 'HIPAA']","['Other', 'DPDP', 'APPI', 'PDPA', 'CCPA', 'LGPD', 'GDPR', 'HIPAA']","Microsoft does not use what you say in email, human-to-human chat, video calls, or voice mail, or your documents, photos, or other personal files to target ads to you.",167,"Other, DPDP, APPI, PDPA, CCPA, LGPD, GDPR, HIPAA",[],False
2818,1,65,2025-11-02T13:22:55.203613Z,johnson and johnson.txt,"[{""text"":""""}]",2818,Ambiguous,,"{""choices"":[""APPI"",""DPDP"",""PDPA"",""CCPA"",""LGPD"",""Other"",""HIPAA"",""GDPR""]}",Analytics We may use third-party Service Providers to monitor and analyze the use of our Service.,2025-11-02T13:22:55.203613Z,"['APPI', 'DPDP', 'PDPA', 'CCPA', 'LGPD', 'Other', 'HIPAA', 'GDPR']","['APPI', 'DPDP', 'PDPA', 'CCPA', 'LGPD', 'Other', 'HIPAA', 'GDPR']",Analytics We may use third-party Service Providers to monitor and analyze the use of our Service.,97,"APPI, DPDP, PDPA, CCPA, LGPD, Other, HIPAA, GDPR",[],False
7215,1,3,2025-11-02T13:22:56.405508Z,phillips.txt,"[{""text"":""""}]",7215,Compliant,,"{""choices"":[""DPDP"",""PDPA"",""GDPR"",""CCPA"",""LGPD"",""APPI"",""HIPAA"",""Other""]}","In 2009, Philips implemented the Binding Corporate Rules and is continuously working with the current European Data Protection Directive, as well as national legal regimes governing the collection and use of personal data, both inside and outside the EU.",2025-11-02T13:22:56.405508Z,"['DPDP', 'PDPA', 'GDPR', 'CCPA', 'LGPD', 'APPI', 'HIPAA', 'Other']","['DPDP', 'PDPA', 'GDPR', 'CCPA', 'LGPD', 'APPI', 'HIPAA', 'Other']","In 2009, Philips implemented the Binding Corporate Rules and is continuously working with the current European Data Protection Directive, as well as national legal regimes governing the collection and use of personal data, both inside and outside the EU.",254,"DPDP, PDPA, GDPR, CCPA, LGPD, APPI, HIPAA, Other",['Art.4'],False
2275,1,63,2025-11-02T13:22:55.080837Z,hsbc.txt,"[{""text"":""""}]",2275,Ambiguous,,"{""choices"":[""DPDP"",""LGPD"",""PDPA"",""APPI"",""CCPA"",""GDPR"",""Other"",""HIPAA""]}","Within the European Union, Meta Ireland is a ‘joint controller’, and within the UK, Meta Platforms is a ‘joint controller’, with us in law for processing where we collect information about you: From your actions on our Facebook page Through the Facebook pixel on our website We and Meta Ireland and Meta Platforms respectively have agreed to share some responsibilities to protect your personal data, by: Making sure we each have a legal basis for joint processing Honouring your legal rights in respect of your data https://www.hsbc.com/privacy-notice 6/8 10/10/25, 2:24 PM Privacy notices | Safeguard your data | HSBC Holdings plc Ensuring security of joint processing You can contact HSBC about how we do this.",2025-11-02T13:22:55.080837Z,"['DPDP', 'LGPD', 'PDPA', 'APPI', 'CCPA', 'GDPR', 'Other', 'HIPAA']","['DPDP', 'LGPD', 'PDPA', 'APPI', 'CCPA', 'GDPR', 'Other', 'HIPAA']","Within the European Union, Meta Ireland is a ‘joint controller’, and within the UK, Meta Platforms is a ‘joint controller’, with us in law for processing where we collect information about you: From your actions on our Facebook page Through the Facebook pixel on our website We and Meta Ireland and Meta Platforms respectively have agreed to share some responsibilities to protect your personal data, by: Making sure we each have a legal basis for joint processing Honouring your legal rights in respect of your data 6/8 10/10/25, 2:24 PM Privacy notices | Safeguard your data | HSBC Holdings plc Ensuring security of joint processing You can contact HSBC about how we do this.",677,"DPDP, LGPD, PDPA, APPI, CCPA, GDPR, Other, HIPAA","['Art.4', 'Art.8', 'Art.12', 'Art.32']",False
9302,1,52,2025-11-02T13:22:57.091479Z,zoom.txt,"[{""text"":""""}]",9302,Compliant,,"{""choices"":[""LGPD"",""CCPA"",""APPI"",""PDPA"",""DPDP"",""GDPR"",""HIPAA"",""Other""]}",Zoom Contact Center is only available to Enterprise customers.,2025-11-02T13:22:57.091479Z,"['LGPD', 'CCPA', 'APPI', 'PDPA', 'DPDP', 'GDPR', 'HIPAA', 'Other']","['LGPD', 'CCPA', 'APPI', 'PDPA', 'DPDP', 'GDPR', 'HIPAA', 'Other']",Zoom Contact Center is only available to Enterprise customers.,62,"LGPD, CCPA, APPI, PDPA, DPDP, GDPR, HIPAA, Other",[],False
3010,1,90,2025-11-02T13:22:55.243746Z,mercedes benz.txt,"[{""text"":""""}]",3010,Ambiguous,,"{""choices"":[""DPDP"",""APPI"",""PDPA"",""LGPD"",""CCPA"",""GDPR"",""HIPAA"",""Other""]}",Personal data can be processed based on a legitimate interest if the interests worthy of protection of the employee do not outweigh the interest in processing.,2025-11-02T13:22:55.243746Z,"['DPDP', 'APPI', 'PDPA', 'LGPD', 'CCPA', 'GDPR', 'HIPAA', 'Other']","['DPDP', 'APPI', 'PDPA', 'LGPD', 'CCPA', 'GDPR', 'HIPAA', 'Other']",Personal data can be processed based on a legitimate interest if the interests worthy of protection of the employee do not outweigh the interest in processing.,159,"DPDP, APPI, PDPA, LGPD, CCPA, GDPR, HIPAA, Other","['Art.4', 'Art.6']",False
3319,1,96,2025-11-02T13:22:55.311574Z,meta.txt,"[{""text"":""""}]",3319,Compliant,,"{""choices"":[""DPDP"",""APPI"",""PDPA"",""CCPA"",""LGPD"",""Other"",""HIPAA"",""GDPR""]}",We use this information as described below without trying to re-identify individuals.,2025-11-02T13:22:55.311574Z,"['DPDP', 'APPI', 'PDPA', 'CCPA', 'LGPD', 'Other', 'HIPAA', 'GDPR']","['DPDP', 'APPI', 'PDPA', 'CCPA', 'LGPD', 'Other', 'HIPAA', 'GDPR']",We use this information as described below without trying to re-identify individuals.,85,"DPDP, APPI, PDPA, CCPA, LGPD, Other, HIPAA, GDPR",['Art.12'],False
6335,1,2,2025-11-02T13:22:56.205273Z,netflix.txt,"[{""text"":""""}]",6335,Ambiguous,,"{""choices"":[""DPDP"",""PDPA"",""CCPA"",""APPI"",""Other"",""LGPD"",""GDPR"",""HIPAA""]}","Certain functionalities or apps that are part of the Netflix service may also provide you with contextual privacy information or choices, in addition to the information and choices described in this Privacy Statement.",2025-11-02T13:22:56.205273Z,"['DPDP', 'PDPA', 'CCPA', 'APPI', 'Other', 'LGPD', 'GDPR', 'HIPAA']","['DPDP', 'PDPA', 'CCPA', 'APPI', 'Other', 'LGPD', 'GDPR', 'HIPAA']","Certain functionalities or apps that are part of the Netflix service may also provide you with contextual privacy information or choices, in addition to the information and choices described in this Privacy Statement.",217,"DPDP, PDPA, CCPA, APPI, Other, LGPD, GDPR, HIPAA",['Art.12'],False
6280,1,33,2025-11-02T13:22:56.193281Z,nestle.txt,"[{""text"":""""}]",6280,Ambiguous,,"{""choices"":[""Other"",""DPDP"",""LGPD"",""APPI"",""PDPA"",""CCPA"",""GDPR"",""HIPAA""]}","Targeted advertising - to show you marketing communications on other websites, including on social media sites where you are a member (such as Facebook), by matching activities or information collected on our websites with those collected on third party sites (ie data-matching).",2025-11-02T13:22:56.193281Z,"['Other', 'DPDP', 'LGPD', 'APPI', 'PDPA', 'CCPA', 'GDPR', 'HIPAA']","['Other', 'DPDP', 'LGPD', 'APPI', 'PDPA', 'CCPA', 'GDPR', 'HIPAA']","Targeted advertising - to show you marketing communications on other websites, including on social media sites where you are a member (such as Facebook), by matching activities or information collected on our websites with those collected on third party sites (ie data-matching).",279,"Other, DPDP, LGPD, APPI, PDPA, CCPA, GDPR, HIPAA","['Art.12', 'Art.21']",False
1778,1,17,2025-11-02T13:22:54.968916Z,ericsson.txt,"[{""text"":""""}]",1778,Ambiguous,,"{""choices"":[""DPDP"",""PDPA"",""CCPA"",""HIPAA"",""Other"",""GDPR"",""LGPD"",""APPI""]}","Regardless of that, ENT will always process your personal data in accordance with a lawful purpose and on a valid legal basis.",2025-11-02T13:22:54.968916Z,"['DPDP', 'PDPA', 'CCPA', 'HIPAA', 'Other', 'GDPR', 'LGPD', 'APPI']","['DPDP', 'PDPA', 'CCPA', 'HIPAA', 'Other', 'GDPR', 'LGPD', 'APPI']","Regardless of that, ENT will always process your personal data in accordance with a lawful purpose and on a valid legal basis.",126,"DPDP, PDPA, CCPA, HIPAA, Other, GDPR, LGPD, APPI",['Art.4'],False
1481,1,43,2025-11-02T13:22:54.903518Z,crawford and company.txt,"[{""text"":""""}]",1481,Compliant,,"{""choices"":[""LGPD"",""CCPA"",""DPDP"",""PDPA"",""GDPR"",""APPI"",""Other"",""HIPAA""]}","Page 4 of 15 Global Data Protection and Privacy Policy Recordkeeping Crawford will maintain accurate records of its Processing activities, including mandatory records as set forth in applicable Data Protection Laws.",2025-11-02T13:22:54.903518Z,"['LGPD', 'CCPA', 'DPDP', 'PDPA', 'GDPR', 'APPI', 'Other', 'HIPAA']","['LGPD', 'CCPA', 'DPDP', 'PDPA', 'GDPR', 'APPI', 'Other', 'HIPAA']","Page 4 of 15 Global Data Protection and Privacy Policy Recordkeeping Crawford will maintain accurate records of its Processing activities, including mandatory records as set forth in applicable Data Protection Laws.",215,"LGPD, CCPA, DPDP, PDPA, GDPR, APPI, Other, HIPAA","['Art.4', 'Art.8', 'Art.30']",False
