annotation_id,annotator,clause_id,created_at,doc,explanation,id,label,lead_time,regulation,text,updated_at,reg_list_raw,regulations_clean,text_clean,text_len,regulations_clean_str,gdpr_articles,flag_long
3067,1,147,2025-11-02T13:22:55.256113Z,mercedes benz.txt,"[{""text"":""""}]",3067,Compliant,,"{""choices"":[""DPDP"",""LGPD"",""PDPA"",""CCPA"",""APPI"",""HIPAA"",""Other"",""GDPR""]}",All duties listed in this Section 5 are third party beneficiary rights for the data subject.,2025-11-02T13:22:55.256113Z,"['DPDP', 'LGPD', 'PDPA', 'CCPA', 'APPI', 'HIPAA', 'Other', 'GDPR']","['DPDP', 'LGPD', 'PDPA', 'CCPA', 'APPI', 'HIPAA', 'Other', 'GDPR']",All duties listed in this Section 5 are third party beneficiary rights for the data subject.,92,"DPDP, LGPD, PDPA, CCPA, APPI, HIPAA, Other, GDPR",['Art.12'],False
1074,1,102,2025-11-02T13:22:54.816153Z,bnb paribas.txt,"[{""text"":""""}]",1074,Ambiguous,,"{""choices"":[""CCPA"",""PDPA"",""DPDP"",""APPI"",""LGPD"",""HIPAA"",""Other"",""GDPR""]}","as well as to our insurers or any current or potential purchaser of the companies or activities of the BNP Paribas Group; • social security agencies when they are involved in claims or when we provide benefits in addition to social security benefits; • commercial intelligence agencies; • interested parties to the contract such as: o the contract holder, the subscriber, the insured parties and their representatives; o assignees and sub-assignees of contracts; o the persons responsible for the claim, the victims, their representatives and witnesses.",2025-11-02T13:22:54.816153Z,"['CCPA', 'PDPA', 'DPDP', 'APPI', 'LGPD', 'HIPAA', 'Other', 'GDPR']","['CCPA', 'PDPA', 'DPDP', 'APPI', 'LGPD', 'HIPAA', 'Other', 'GDPR']","as well as to our insurers or any current or potential purchaser of the companies or activities of the BNP Paribas Group; • social security agencies when they are involved in claims or when we provide benefits in addition to social security benefits; • commercial intelligence agencies; • interested parties to the contract such as: o the contract holder, the subscriber, the insured parties and their representatives; o assignees and sub-assignees of contracts; o the persons responsible for the claim, the victims, their representatives and witnesses.",553,"CCPA, PDPA, DPDP, APPI, LGPD, HIPAA, Other, GDPR","['Art.6', 'Art.8', 'Art.32']",False
5017,1,1080,2025-11-02T13:22:55.698189Z,microsoft.txt,"[{""text"":""""}]",5017,Ambiguous,,"{""choices"":[""DPDP"",""PDPA"",""APPI"",""LGPD"",""Other"",""CCPA"",""GDPR"",""HIPAA""]}",You can make that choice when you first set up your Surface device or change the setting at any time in the Surface app.,2025-11-02T13:22:55.698189Z,"['DPDP', 'PDPA', 'APPI', 'LGPD', 'Other', 'CCPA', 'GDPR', 'HIPAA']","['DPDP', 'PDPA', 'APPI', 'LGPD', 'Other', 'CCPA', 'GDPR', 'HIPAA']",You can make that choice when you first set up your Surface device or change the setting at any time in the Surface app.,120,"DPDP, PDPA, APPI, LGPD, Other, CCPA, GDPR, HIPAA",[],False
630,1,14,2025-11-02T13:22:54.726616Z,atlassian.txt,"[{""text"":""""}]",630,Ambiguous,,"{""choices"":[""LGPD"",""DPDP"",""GDPR"",""PDPA"",""APPI"",""CCPA"",""HIPAA"",""Other""]}","“Europe” means for the purposes of this DPA, the Member States of the European Economic Area (“EEA”), the United Kingdom (“UK”) and Switzerland.",2025-11-02T13:22:54.726616Z,"['LGPD', 'DPDP', 'GDPR', 'PDPA', 'APPI', 'CCPA', 'HIPAA', 'Other']","['LGPD', 'DPDP', 'GDPR', 'PDPA', 'APPI', 'CCPA', 'HIPAA', 'Other']","“Europe” means for the purposes of this DPA, the Member States of the European Economic Area (“EEA”), the United Kingdom (“UK”) and Switzerland.",144,"LGPD, DPDP, GDPR, PDPA, APPI, CCPA, HIPAA, Other",[],False
6035,1,51,2025-11-02T13:22:56.140228Z,nature finance.txt,"[{""text"":""""}]",6035,Ambiguous,,"{""choices"":[""APPI"",""PDPA"",""DPDP"",""LGPD"",""CCPA"",""GDPR"",""HIPAA"",""Other""]}","Your Rights You have the right to access, correct, delete, or object to the processing of your personal data.",2025-11-02T13:22:56.140228Z,"['APPI', 'PDPA', 'DPDP', 'LGPD', 'CCPA', 'GDPR', 'HIPAA', 'Other']","['APPI', 'PDPA', 'DPDP', 'LGPD', 'CCPA', 'GDPR', 'HIPAA', 'Other']","Your Rights You have the right to access, correct, delete, or object to the processing of your personal data.",109,"APPI, PDPA, DPDP, LGPD, CCPA, GDPR, HIPAA, Other","['Art.4', 'Art.12', 'Art.15', 'Art.16', 'Art.17', 'Art.21']",False
4989,1,1052,2025-11-02T13:22:55.688645Z,microsoft.txt,"[{""text"":""""}]",4989,Ambiguous,,"{""choices"":[""CCPA"",""DPDP"",""PDPA"",""LGPD"",""APPI"",""Other"",""GDPR"",""HIPAA""]}","This section applies to the consumer version of Skype; if you are using Skype for Business, see the section of this privacy statement.",2025-11-02T13:22:55.688645Z,"['CCPA', 'DPDP', 'PDPA', 'LGPD', 'APPI', 'Other', 'GDPR', 'HIPAA']","['CCPA', 'DPDP', 'PDPA', 'LGPD', 'APPI', 'Other', 'GDPR', 'HIPAA']","This section applies to the consumer version of Skype; if you are using Skype for Business, see the section of this privacy statement.",134,"CCPA, DPDP, PDPA, LGPD, APPI, Other, GDPR, HIPAA",[],False
5337,1,1400,2025-11-02T13:22:55.972997Z,microsoft.txt,"[{""text"":""""}]",5337,Ambiguous,,"{""choices"":[""DPDP"",""PDPA"",""APPI"",""CCPA"",""LGPD"",""GDPR"",""Other"",""HIPAA""]}","Signing in with your work or school https://www.microsoft.com/en-us/privacy/privacystatement?PrintView=true 44/62 10/10/25, 1:49 PM Microsoft Privacy Statement – Microsoft privacy account allows you to submit feedback to Microsoft in association with your organization.",2025-11-02T13:22:55.972997Z,"['DPDP', 'PDPA', 'APPI', 'CCPA', 'LGPD', 'GDPR', 'Other', 'HIPAA']","['DPDP', 'PDPA', 'APPI', 'CCPA', 'LGPD', 'GDPR', 'Other', 'HIPAA']","Signing in with your work or school 44/62 10/10/25, 1:49 PM Microsoft Privacy Statement – Microsoft privacy account allows you to submit feedback to Microsoft in association with your organization.",197,"DPDP, PDPA, APPI, CCPA, LGPD, GDPR, Other, HIPAA",[],False
8442,1,131,2025-11-02T13:22:56.841000Z,spotify.txt,"[{""text"":""""}]",8442,Ambiguous,,"{""choices"":[""Other"",""DPDP"",""PDPA"",""CCPA"",""APPI"",""LGPD"",""HIPAA"",""GDPR""]}",Payment partners If you choose to pay through third parties (e.g.,2025-11-02T13:22:56.841000Z,"['Other', 'DPDP', 'PDPA', 'CCPA', 'APPI', 'LGPD', 'HIPAA', 'GDPR']","['Other', 'DPDP', 'PDPA', 'CCPA', 'APPI', 'LGPD', 'HIPAA', 'GDPR']",Payment partners If you choose to pay through third parties (e.g.,65,"Other, DPDP, PDPA, CCPA, APPI, LGPD, HIPAA, GDPR",[],False
3023,1,103,2025-11-02T13:22:55.251105Z,mercedes benz.txt,"[{""text"":""""}]",3023,Compliant,,"{""choices"":[""APPI"",""DPDP"",""LGPD"",""PDPA"",""CCPA"",""Other"",""GDPR"",""HIPAA""]}",5.5 Automated individual Decision Making (possibly incl.,2025-11-02T13:22:55.251105Z,"['APPI', 'DPDP', 'LGPD', 'PDPA', 'CCPA', 'Other', 'GDPR', 'HIPAA']","['APPI', 'DPDP', 'LGPD', 'PDPA', 'CCPA', 'Other', 'GDPR', 'HIPAA']",5.5 Automated individual Decision Making (possibly incl.,56,"APPI, DPDP, LGPD, PDPA, CCPA, Other, GDPR, HIPAA",[],False
2294,1,0,2025-11-02T13:22:55.088813Z,intel.txt,"[{""text"":""""}]",2294,Compliant,,"{""choices"":[""CCPA"",""PDPA"",""DPDP"",""GDPR"",""APPI"",""LGPD"",""Other"",""HIPAA""]}",Intel Corporate Privacy Rules: EU Controller Policy Contents Part I: Introduction Part II: Our obligations Part III: Delivering compliance in practice Part IV: Third Party Beneficiary Rights 3 8 19 24 Part I: Introduction This Intel Corporate Privacy Rules: Controller Policy (“Controller Policy”) establishes Intel's approach to compliance with European data protection laws when processing personal information for its own purposes as a controller.,2025-11-02T13:22:55.088813Z,"['CCPA', 'PDPA', 'DPDP', 'GDPR', 'APPI', 'LGPD', 'Other', 'HIPAA']","['CCPA', 'PDPA', 'DPDP', 'GDPR', 'APPI', 'LGPD', 'Other', 'HIPAA']",Intel Corporate Privacy Rules: EU Controller Policy Contents Part I: Introduction Part II: Our obligations Part III: Delivering compliance in practice Part IV: Third Party Beneficiary Rights 3 8 19 24 Part I: Introduction This Intel Corporate Privacy Rules: Controller Policy (“Controller Policy”) establishes Intel's approach to compliance with European data protection laws when processing personal information for its own purposes as a controller.,450,"CCPA, PDPA, DPDP, GDPR, APPI, LGPD, Other, HIPAA","['Art.4', 'Art.12']",False
3552,1,329,2025-11-02T13:22:55.367764Z,meta.txt,"[{""text"":""""}]",3552,Ambiguous,,"{""choices"":[""Other"",""DPDP"",""APPI"",""PDPA"",""CCPA"",""LGPD"",""HIPAA"",""GDPR""]}","With a private account, only followers you approve can see what you share.",2025-11-02T13:22:55.368774Z,"['Other', 'DPDP', 'APPI', 'PDPA', 'CCPA', 'LGPD', 'HIPAA', 'GDPR']","['Other', 'DPDP', 'APPI', 'PDPA', 'CCPA', 'LGPD', 'HIPAA', 'GDPR']","With a private account, only followers you approve can see what you share.",74,"Other, DPDP, APPI, PDPA, CCPA, LGPD, HIPAA, GDPR",[],False
3772,1,549,2025-11-02T13:22:55.414893Z,meta.txt,"[{""text"":""""}]",3772,Compliant,,"{""choices"":[""PDPA"",""HIPAA"",""DPDP"",""CCPA"",""APPI"",""GDPR"",""LGPD"",""Other""]}","In accordance with applicable law To promote the safety, security and integrity of Meta Products[80], users, employ- ees, property and the public.",2025-11-02T13:22:55.414893Z,"['PDPA', 'HIPAA', 'DPDP', 'CCPA', 'APPI', 'GDPR', 'LGPD', 'Other']","['PDPA', 'HIPAA', 'DPDP', 'CCPA', 'APPI', 'GDPR', 'LGPD', 'Other']","In accordance with applicable law To promote the safety, security and integrity of Meta Products[80], users, employ- ees, property and the public.",146,"PDPA, HIPAA, DPDP, CCPA, APPI, GDPR, LGPD, Other","['Art.5', 'Art.32']",False
8116,1,72,2025-11-02T13:22:56.759792Z,sony.txt,"[{""text"":""""}]",8116,Ambiguous,,"{""choices"":[""Other"",""LGPD"",""CCPA"",""PDPA"",""DPDP"",""APPI"",""GDPR"",""HIPAA""]}","Such third-party-sourced, or non-Service-sourced, information (including Personal Information) will only be treated as SPE-Collected PI to the extent it is combined with SPE-Collected PI.",2025-11-02T13:22:56.759792Z,"['Other', 'LGPD', 'CCPA', 'PDPA', 'DPDP', 'APPI', 'GDPR', 'HIPAA']","['Other', 'LGPD', 'CCPA', 'PDPA', 'DPDP', 'APPI', 'GDPR', 'HIPAA']","Such third-party-sourced, or non-Service-sourced, information (including Personal Information) will only be treated as SPE-Collected PI to the extent it is combined with SPE-Collected PI.",187,"Other, LGPD, CCPA, PDPA, DPDP, APPI, GDPR, HIPAA",['Art.12'],False
5497,1,1560,2025-11-02T13:22:56.008594Z,microsoft.txt,"[{""text"":""""}]",5497,Compliant,,"{""choices"":[""APPI"",""PDPA"",""DPDP"",""LGPD"",""CCPA"",""Other"",""GDPR"",""HIPAA""]}","After onboarding, your session will last 15 minutes to enable you to transfer your Photos from your mobile device.",2025-11-02T13:22:56.008594Z,"['APPI', 'PDPA', 'DPDP', 'LGPD', 'CCPA', 'Other', 'GDPR', 'HIPAA']","['APPI', 'PDPA', 'DPDP', 'LGPD', 'CCPA', 'Other', 'GDPR', 'HIPAA']","After onboarding, your session will last 15 minutes to enable you to transfer your Photos from your mobile device.",114,"APPI, PDPA, DPDP, LGPD, CCPA, Other, GDPR, HIPAA",['Art.44'],False
3071,1,151,2025-11-02T13:22:55.262106Z,mercedes benz.txt,"[{""text"":""""}]",3071,Ambiguous,,"{""choices"":[""CCPA"",""DPDP"",""PDPA"",""APPI"",""GDPR"",""LGPD"",""Other"",""HIPAA""]}","If, even after performance of the Data Protection Impact Assessment and use of appropriate measures for risk reduction, the risk to the rights and freedoms of the data subjects remains high, the Chief Officer Corporate Data Protection has to be informed who will contact the competent data protection supervisory authority for consultation.",2025-11-02T13:22:55.262106Z,"['CCPA', 'DPDP', 'PDPA', 'APPI', 'GDPR', 'LGPD', 'Other', 'HIPAA']","['CCPA', 'DPDP', 'PDPA', 'APPI', 'GDPR', 'LGPD', 'Other', 'HIPAA']","If, even after performance of the Data Protection Impact Assessment and use of appropriate measures for risk reduction, the risk to the rights and freedoms of the data subjects remains high, the Chief Officer Corporate Data Protection has to be informed who will contact the competent data protection supervisory authority for consultation.",340,"CCPA, DPDP, PDPA, APPI, GDPR, LGPD, Other, HIPAA","['Art.12', 'Art.35']",False
1143,1,18,2025-11-02T13:22:54.828086Z,bt group.txt,"[{""text"":""""}]",1143,Compliant,,"{""choices"":[""PDPA"",""DPDP"",""GDPR"",""LGPD"",""CCPA"",""APPI"",""HIPAA"",""Other""]}","These Rules cover the processing of Personal Data both on-line and off-line (provided that in the case of off-line records, the Personal Data forms part of a structured manual filing system).",2025-11-02T13:22:54.828086Z,"['PDPA', 'DPDP', 'GDPR', 'LGPD', 'CCPA', 'APPI', 'HIPAA', 'Other']","['PDPA', 'DPDP', 'GDPR', 'LGPD', 'CCPA', 'APPI', 'HIPAA', 'Other']","These Rules cover the processing of Personal Data both on-line and off-line (provided that in the case of off-line records, the Personal Data forms part of a structured manual filing system).",191,"PDPA, DPDP, GDPR, LGPD, CCPA, APPI, HIPAA, Other",['Art.4'],False
1759,1,46,2025-11-02T13:22:54.961914Z,dhl.txt,"[{""text"":""""}]",1759,Ambiguous,,"{""choices"":[""DPDP"",""PDPA"",""APPI"",""CCPA"",""Other"",""LGPD"",""GDPR"",""HIPAA""]}",Should you require any further information regarding the DHL Group Data Privacy Policy or wish to exercise your team at Privacy.Policy@dhl.com.,2025-11-02T13:22:54.961914Z,"['DPDP', 'PDPA', 'APPI', 'CCPA', 'Other', 'LGPD', 'GDPR', 'HIPAA']","['DPDP', 'PDPA', 'APPI', 'CCPA', 'Other', 'LGPD', 'GDPR', 'HIPAA']",Should you require any further information regarding the DHL Group Data Privacy Policy or wish to exercise your team at,119,"DPDP, PDPA, APPI, CCPA, Other, LGPD, GDPR, HIPAA",['Art.12'],False
7976,1,157,2025-11-02T13:22:56.721707Z,slack.txt,"[{""text"":""""}]",7976,Ambiguous,,"{""choices"":[""Other"",""PDPA"",""DPDP"",""CCPA"",""LGPD"",""GDPR"",""APPI"",""HIPAA""]}","Slack may retain Other Information pertaining to you for as long as necessary for the purposes described in this Privacy Policy (such as to provide the Services, including any optional features that you use, and to provide customer support).",2025-11-02T13:22:56.721707Z,"['Other', 'PDPA', 'DPDP', 'CCPA', 'LGPD', 'GDPR', 'APPI', 'HIPAA']","['Other', 'PDPA', 'DPDP', 'CCPA', 'LGPD', 'GDPR', 'APPI', 'HIPAA']","Slack may retain Other Information pertaining to you for as long as necessary for the purposes described in this Privacy Policy (such as to provide the Services, including any optional features that you use, and to provide customer support).",241,"Other, PDPA, DPDP, CCPA, LGPD, GDPR, APPI, HIPAA",['Art.12'],False
6896,1,255,2025-11-02T13:22:56.334666Z,oracle.txt,"[{""text"":""""}]",6896,Compliant,,"{""choices"":[""APPI"",""DPDP"",""CCPA"",""PDPA"",""LGPD"",""GDPR"",""HIPAA"",""Other""]}","Examples of the functional groups include database administrators, System Administrators, and network engineers.",2025-11-02T13:22:56.334666Z,"['APPI', 'DPDP', 'CCPA', 'PDPA', 'LGPD', 'GDPR', 'HIPAA', 'Other']","['APPI', 'DPDP', 'CCPA', 'PDPA', 'LGPD', 'GDPR', 'HIPAA', 'Other']","Examples of the functional groups include database administrators, System Administrators, and network engineers.",112,"APPI, DPDP, CCPA, PDPA, LGPD, GDPR, HIPAA, Other",[],False
6997,1,37,2025-11-02T13:22:56.359077Z,paypal.txt,"[{""text"":""""}]",6997,Ambiguous,,"{""choices"":[""Other"",""CCPA"",""PDPA"",""DPDP"",""APPI"",""LGPD"",""GDPR"",""HIPAA""]}","When your Account proﬁle is public, other users can ﬁnd your proﬁle to send you money by searching for you by name, username, email, or mobile number on PayPal and conﬁrm it’s you by viewing your photo.",2025-11-02T13:22:56.359077Z,"['Other', 'CCPA', 'PDPA', 'DPDP', 'APPI', 'LGPD', 'GDPR', 'HIPAA']","['Other', 'CCPA', 'PDPA', 'DPDP', 'APPI', 'LGPD', 'GDPR', 'HIPAA']","When your Account proﬁle is public, other users can ﬁnd your proﬁle to send you money by searching for you by name, username, email, or mobile number on PayPal and conﬁrm it’s you by viewing your photo.",202,"Other, CCPA, PDPA, DPDP, APPI, LGPD, GDPR, HIPAA",[],False
7671,1,209,2025-11-02T13:22:56.524490Z,samsung.txt,"[{""text"":""""}]",7671,Ambiguous,,"{""choices"":[""GDPR"",""DPDP"",""PDPA"",""APPI"",""LGPD"",""Other"",""CCPA"",""HIPAA""]}","In addition, you may, subject to applicable law, request a list of speciﬁc third parties and/or categories of third parties to whom we have disclosed personal data.",2025-11-02T13:22:56.524490Z,"['GDPR', 'DPDP', 'PDPA', 'APPI', 'LGPD', 'Other', 'CCPA', 'HIPAA']","['GDPR', 'DPDP', 'PDPA', 'APPI', 'LGPD', 'Other', 'CCPA', 'HIPAA']","In addition, you may, subject to applicable law, request a list of speciﬁc third parties and/or categories of third parties to whom we have disclosed personal data.",164,"GDPR, DPDP, PDPA, APPI, LGPD, Other, CCPA, HIPAA",['Art.4'],False
5861,1,1924,2025-11-02T13:22:56.095346Z,microsoft.txt,"[{""text"":""""}]",5861,Compliant,,"{""choices"":[""Other"",""DPDP"",""CCPA"",""PDPA"",""APPI"",""LGPD"",""GDPR"",""HIPAA""]}","Microsoft uses the resulting text data to provide captioning of chat for players who need it, as well as the other purposes described in this statement.",2025-11-02T13:22:56.095346Z,"['Other', 'DPDP', 'CCPA', 'PDPA', 'APPI', 'LGPD', 'GDPR', 'HIPAA']","['Other', 'DPDP', 'CCPA', 'PDPA', 'APPI', 'LGPD', 'GDPR', 'HIPAA']","Microsoft uses the resulting text data to provide captioning of chat for players who need it, as well as the other purposes described in this statement.",152,"Other, DPDP, CCPA, PDPA, APPI, LGPD, GDPR, HIPAA",[],False
3899,1,676,2025-11-02T13:22:55.442591Z,meta.txt,"[{""text"":""""}]",3899,Ambiguous,,"{""choices"":[""DPDP"",""APPI"",""CCPA"",""PDPA"",""LGPD"",""Other"",""GDPR"",""HIPAA""]}","However, the information we process will depend on the purposes, which could include the following: In response to legal requests from third parties such as civil litigants, law en- forcement and other government authorities To comply with applicable law or legitimate legal purposes To promote the safety, security and integrity of Meta Companies, Meta Products, users, employees, property and the public Learn more about how we promote safety, security and integrity.",2025-11-02T13:22:55.442591Z,"['DPDP', 'APPI', 'CCPA', 'PDPA', 'LGPD', 'Other', 'GDPR', 'HIPAA']","['DPDP', 'APPI', 'CCPA', 'PDPA', 'LGPD', 'Other', 'GDPR', 'HIPAA']","However, the information we process will depend on the purposes, which could include the following: In response to legal requests from third parties such as civil litigants, law en- forcement and other government authorities To comply with applicable law or legitimate legal purposes To promote the safety, security and integrity of Meta Companies, Meta Products, users, employees, property and the public Learn more about how we promote safety, security and integrity.",469,"DPDP, APPI, CCPA, PDPA, LGPD, Other, GDPR, HIPAA","['Art.5', 'Art.12', 'Art.32']",False
5549,1,1612,2025-11-02T13:22:56.023020Z,microsoft.txt,"[{""text"":""""}]",5549,Non-Compliant,,"{""choices"":[""LGPD"",""CCPA"",""APPI"",""DPDP"",""Other"",""PDPA"",""GDPR"",""HIPAA""]}","Otherwise, Smart App Control will be unavailable and permanently turned off.",2025-11-02T13:22:56.023020Z,"['LGPD', 'CCPA', 'APPI', 'DPDP', 'Other', 'PDPA', 'GDPR', 'HIPAA']","['LGPD', 'CCPA', 'APPI', 'DPDP', 'Other', 'PDPA', 'GDPR', 'HIPAA']","We may not be able to process requests relating to your personal data, in which case, your request will be denied.",114,"LGPD, CCPA, APPI, DPDP, Other, PDPA, GDPR, HIPAA",[],False
7194,1,234,2025-11-02T13:22:56.403506Z,paypal.txt,"[{""text"":""""}]",7194,Non-Compliant,,"{""choices"":[""APPI"",""DPDP"",""CCPA"",""PDPA"",""LGPD"",""Other"",""GDPR"",""HIPAA""]}",Share necessary Account Information with una,2025-11-02T13:22:56.403506Z,"['APPI', 'DPDP', 'CCPA', 'PDPA', 'LGPD', 'Other', 'GDPR', 'HIPAA']","['APPI', 'DPDP', 'CCPA', 'PDPA', 'LGPD', 'Other', 'GDPR', 'HIPAA']","In addition to the categories of personal information Samsung may obtain described above, certain Services may use your biometric data that is stored on your device to provide product or service functionality (e.g., use your fingerprint data to unlock your device or grant you access to certain Services, or your voiceprint data to create a customized Bixby Voice wake-up command).",381,"APPI, DPDP, CCPA, PDPA, LGPD, Other, GDPR, HIPAA",['Art.12'],False
5035,1,1098,2025-11-02T13:22:55.700188Z,microsoft.txt,"[{""text"":""""}]",5035,Compliant,,"{""choices"":[""DPDP"",""LGPD"",""CCPA"",""APPI"",""PDPA"",""GDPR"",""Other"",""HIPAA""]}",Surface Duo relies on Google location services to determine the device’s precise geographic location to display the local weather.,2025-11-02T13:22:55.700188Z,"['DPDP', 'LGPD', 'CCPA', 'APPI', 'PDPA', 'GDPR', 'Other', 'HIPAA']","['DPDP', 'LGPD', 'CCPA', 'APPI', 'PDPA', 'GDPR', 'Other', 'HIPAA']",Surface Duo relies on Google location services to determine the device’s precise geographic location to display the local weather.,130,"DPDP, LGPD, CCPA, APPI, PDPA, GDPR, Other, HIPAA",[],False
2586,1,292,2025-11-02T13:22:55.150191Z,intel.txt,"[{""text"":""""}]",2586,Compliant,,"{""choices"":[""CCPA"",""PDPA"",""DPDP"",""APPI"",""LGPD"",""GDPR"",""Other"",""HIPAA""]}",The European Data Protection Officer is responsible for performing and/or overseeing audits of compliance with the Controller Policy and will design such audits to address all aspects of the Controller Policy.,2025-11-02T13:22:55.150191Z,"['CCPA', 'PDPA', 'DPDP', 'APPI', 'LGPD', 'GDPR', 'Other', 'HIPAA']","['CCPA', 'PDPA', 'DPDP', 'APPI', 'LGPD', 'GDPR', 'Other', 'HIPAA']",The European Data Protection Officer is responsible for performing and/or overseeing audits of compliance with the Controller Policy and will design such audits to address all aspects of the Controller Policy.,209,"CCPA, PDPA, DPDP, APPI, LGPD, GDPR, Other, HIPAA","['Art.4', 'Art.37']",False
3973,1,36,2025-11-02T13:22:55.463904Z,microsoft.txt,"[{""text"":""""}]",3973,Ambiguous,,"{""choices"":[""APPI"",""DPDP"",""PDPA"",""LGPD"",""CCPA"",""HIPAA"",""GDPR"",""Other""]}",Many of our products require some personal data to operate and provide you with a service.,2025-11-02T13:22:55.463904Z,"['APPI', 'DPDP', 'PDPA', 'LGPD', 'CCPA', 'HIPAA', 'GDPR', 'Other']","['APPI', 'DPDP', 'PDPA', 'LGPD', 'CCPA', 'HIPAA', 'GDPR', 'Other']",Many of our products require some personal data to operate and provide you with a service.,90,"APPI, DPDP, PDPA, LGPD, CCPA, HIPAA, GDPR, Other",['Art.4'],False
4653,1,716,2025-11-02T13:22:55.617916Z,microsoft.txt,"[{""text"":""""}]",4653,Compliant,,"{""choices"":[""DPDP"",""APPI"",""CCPA"",""PDPA"",""LGPD"",""HIPAA"",""Other"",""GDPR""]}",These improvements allow us to build better voice-enabled capabilities that benefit users across all our consumer and enterprise products and services.,2025-11-02T13:22:55.617916Z,"['DPDP', 'APPI', 'CCPA', 'PDPA', 'LGPD', 'HIPAA', 'Other', 'GDPR']","['DPDP', 'APPI', 'CCPA', 'PDPA', 'LGPD', 'HIPAA', 'Other', 'GDPR']",These improvements allow us to build better voice-enabled capabilities that benefit users across all our consumer and enterprise products and services.,151,"DPDP, APPI, CCPA, PDPA, LGPD, HIPAA, Other, GDPR",[],False
6340,1,7,2025-11-02T13:22:56.206171Z,netflix.txt,"[{""text"":""""}]",6340,Ambiguous,,"{""choices"":[""DPDP"",""PDPA"",""LGPD"",""CCPA"",""APPI"",""Other"",""GDPR"",""HIPAA""]}","Section A: Our Collection, Use, and Disclosure of Personal Information The Categories of Personal Information We Collect We collect the following categories of personal information about you: Personal details: When you create your Netflix account, we collect your contact information (such as your email address) and authentication information for your login (such as a password).",2025-11-02T13:22:56.206171Z,"['DPDP', 'PDPA', 'LGPD', 'CCPA', 'APPI', 'Other', 'GDPR', 'HIPAA']","['DPDP', 'PDPA', 'LGPD', 'CCPA', 'APPI', 'Other', 'GDPR', 'HIPAA']","Section A: Our Collection, Use, and Disclosure of Personal Information The Categories of Personal Information We Collect We collect the following categories of personal information about you: Personal details: When you create your Netflix account, we collect your contact information (such as your email address) and authentication information for your login (such as a password).",380,"DPDP, PDPA, LGPD, CCPA, APPI, Other, GDPR, HIPAA",['Art.12'],False
4804,1,867,2025-11-02T13:22:55.652637Z,microsoft.txt,"[{""text"":""""}]",4804,Non-Compliant,,"{""choices"":[""DPDP"",""LGPD"",""CCPA"",""PDPA"",""APPI"",""Other"",""GDPR"",""HIPAA""]}",See Diagnostic Data for more information.,2025-11-02T13:22:55.652637Z,"['DPDP', 'LGPD', 'CCPA', 'PDPA', 'APPI', 'Other', 'GDPR', 'HIPAA']","['DPDP', 'LGPD', 'CCPA', 'PDPA', 'APPI', 'Other', 'GDPR', 'HIPAA']","• If an individual can demonstrate damage it has suffered, it has likely occurred because of a breach of this Controller Policy by a non-European group member, Intel Ireland Limited will have the burden of proof to show that the non-European group member is not responsible for the breach, or that no such breach took place.",324,"DPDP, LGPD, CCPA, PDPA, APPI, Other, GDPR, HIPAA",['Art.12'],False
7595,1,133,2025-11-02T13:22:56.501485Z,samsung.txt,"[{""text"":""""}]",7595,Compliant,,"{""choices"":[""APPI"",""DPDP"",""PDPA"",""CCPA"",""LGPD"",""Other"",""GDPR"",""HIPAA""]}","You have the right to ask us to provide details about what we have collected and to provide your personal information to you in a structured, commonly used and machine- readable format, to delete it, or correct any inaccuracies.",2025-11-02T13:22:56.501485Z,"['APPI', 'DPDP', 'PDPA', 'CCPA', 'LGPD', 'Other', 'GDPR', 'HIPAA']","['APPI', 'DPDP', 'PDPA', 'CCPA', 'LGPD', 'Other', 'GDPR', 'HIPAA']","You have the right to ask us to provide details about what we have collected and to provide your personal information to you in a structured, commonly used and machine- readable format, to delete it, or correct any inaccuracies.",228,"APPI, DPDP, PDPA, CCPA, LGPD, Other, GDPR, HIPAA","['Art.12', 'Art.16', 'Art.17']",False
8234,1,190,2025-11-02T13:22:56.788990Z,sony.txt,"[{""text"":""""}]",8234,Ambiguous,,"{""choices"":[""APPI"",""DPDP"",""PDPA"",""CCPA"",""LGPD"",""HIPAA"",""GDPR"",""Other""]}","If you used to work for us and wish to submit a request relating to your Personal Information, please click here.",2025-11-02T13:22:56.788990Z,"['APPI', 'DPDP', 'PDPA', 'CCPA', 'LGPD', 'HIPAA', 'GDPR', 'Other']","['APPI', 'DPDP', 'PDPA', 'CCPA', 'LGPD', 'HIPAA', 'GDPR', 'Other']","If you used to work for us and wish to submit a request relating to your Personal Information, please click here.",113,"APPI, DPDP, PDPA, CCPA, LGPD, HIPAA, GDPR, Other",['Art.12'],False
